userid,condition,rating
11,14,3
11,15,4
11,15,4
11,15,5
11,15,4
11,15,5
11,16,4
11,16,4
11,16,4
11,16,4
11,16,4
11,16,4
11,16,4
11,16,4
11,16,3
11,16,4
11,17,4
11,17,4
11,17,5
11,17,5
11,17,4
11,17,5
11,17,4
11,18,3
11,18,3
11,18,3
11,18,3
11,18,2
11,18,4
11,18,3
11,18,3
11,18,4
11,18,4
11,18,3
11,19,4
11,19,5
11,19,4
11,19,5
11,19,5
11,19,4
11,20,2
11,20,3
11,20,3
11,20,3
11,20,3
11,20,2
11,20,3
11,20,3
11,20,3
11,21,3
11,21,3
11,21,3
11,21,3
11,21,4
11,21,4
11,21,4
11,21,3
11,21,4
11,21,3
11,21,3
11,22,3
11,22,3
11,22,2
11,22,3
11,22,3
11,22,2
11,22,3
11,23,4
11,23,5
11,23,3
11,23,4
11,23,4
11,23,5
11,23,3
11,23,4
11,24,1
11,24,2
11,24,2
11,24,2
11,24,1
11,24,2
11,24,1
11,24,3
11,24,2
11,24,2
11,24,2
11,24,2
11,24,1
11,25,4
11,25,3
11,25,5
11,25,4
11,25,5
11,25,5
11,25,5
11,26,2
11,26,1
11,26,1
11,26,3
11,26,2
11,26,2
11,26,2
11,26,2
11,26,2
11,26,2
11,26,2
11,26,2
11,27,3
11,27,4
11,27,2
11,27,3
11,27,3
11,27,3
11,27,3
11,27,3
11,27,3
11,27,3
11,28,2
11,28,2
11,28,2
11,28,3
11,28,2
11,28,2
11,28,3
11,28,2
11,28,3
11,28,3
11,28,2
11,29,4
11,29,3
11,29,3
11,29,3
11,29,2
11,29,3
11,29,3
11,29,3
11,29,3
11,29,3
11,29,3
11,29,3
11,30,2
11,30,1
11,30,2
11,30,3
11,30,2
11,30,1
11,30,2
11,30,2
11,30,3
11,30,3
11,30,2
11,30,2
11,30,2
11,30,2
11,31,3
11,31,3
11,31,4
11,31,3
11,31,4
11,31,4
11,31,4
11,32,4
11,32,3
11,32,3
11,32,3
11,32,3
11,32,3
11,32,3
11,32,3
11,33,3
11,33,3
11,33,3
11,33,4
11,33,4
11,33,2
11,33,4
11,33,3
11,34,4
11,34,3
11,34,3
11,34,4
11,34,4
11,34,4
11,34,4
11,34,4
11,34,2
11,34,3
11,35,3
11,35,3
11,35,3
11,35,3
11,35,4
11,35,3
11,35,1
11,35,3
11,35,3
11,36,2
11,36,3
11,36,2
11,36,3
11,36,4
11,36,3
11,36,4
11,36,3
11,37,3
11,37,4
11,37,4
11,37,4
11,37,4
11,37,5
11,37,4
11,37,3
11,37,3
11,37,3
11,38,3
11,38,3
11,38,3
11,38,2
11,38,3
11,38,1
11,38,2
11,38,1
11,38,2
11,38,1
11,39,3
11,39,3
11,39,4
11,39,3
11,39,4
11,39,4
11,39,3
11,39,3
11,39,4
11,40,3
11,40,2
11,40,4
11,40,3
11,40,4
11,40,4
11,40,4
11,40,4
11,40,4
11,40,3
11,40,4
11,40,3
11,41,4
11,41,2
11,41,1
11,41,3
11,41,3
11,41,2
11,41,4
11,41,4
11,41,4
11,41,3
11,41,3
11,41,1
11,41,2
11,42,3
11,42,3
11,42,3
11,42,2
11,43,4
11,43,5
11,43,4
11,43,5
11,43,5
11,43,5
11,43,5
11,43,5
11,43,4
11,43,5
11,43,5
11,43,5
11,43,4
11,44,4
11,44,5
11,44,5
11,44,5
11,44,4
11,44,4
11,44,4
11,44,5
11,44,5
11,44,4
11,44,5
11,45,3
11,45,4
11,45,5
11,45,5
11,45,4
11,45,4
11,45,3
11,45,4
11,45,3
11,46,4
11,46,4
11,46,4
11,46,3
11,46,4
11,46,4
11,46,4
11,46,4
11,46,5
11,46,4
11,46,4
11,47,3
11,47,4
11,47,4
11,47,4
11,47,4
11,47,5
11,47,5
11,47,5
11,47,5
11,48,3
11,48,4
11,48,5
11,48,4
11,48,4
11,48,4
11,48,5
11,48,4
11,48,4
11,48,4
13,10,4
13,20,4
13,24,2
13,26,1
13,28,4
13,36,2
13,37,3
13,46,4
13,47,3
13,48,1
14,1,5
14,4,3
14,10,4
14,10,4
14,12,1
14,16,4
14,17,4
14,21,2
14,24,1
14,26,1
14,28,2
14,29,2
14,31,2
14,31,3
14,33,3
14,38,2
14,38,2
14,44,5
14,47,5
14,48,3
15,5,3
15,5,4
15,6,5
15,7,4
15,8,3
15,9,2
15,11,4
15,15,2
15,15,4
15,16,4
15,17,4
15,18,4
15,18,3
15,19,4
15,20,4
15,21,2
15,22,4
15,23,4
15,25,4
15,26,2
15,27,1
15,30,3
15,30,3
15,32,3
15,32,3
15,33,3
15,34,2
15,35,3
15,37,3
15,37,3
15,38,3
15,39,3
15,39,3
15,40,2
15,40,3
15,41,3
15,42,3
15,46,3
15,47,5
15,47,4
16,1,5
16,1,5
16,1,5
16,1,5
16,1,5
16,1,5
16,1,5
16,1,5
16,2,2
16,2,1
16,2,2
16,2,1
16,2,2
16,2,2
16,2,2
16,2,2
16,2,1
16,3,3
16,3,3
16,3,5
16,3,5
16,3,5
16,4,2
16,4,2
16,4,3
16,4,2
16,4,3
16,4,2
16,4,2
16,4,3
16,4,2
16,5,3
16,5,3
16,5,3
16,5,3
16,5,4
16,6,4
16,6,5
16,6,5
16,6,5
16,6,5
16,6,5
16,6,5
16,6,5
16,6,5
16,6,5
16,6,5
16,7,4
16,7,4
16,7,4
16,7,4
16,7,4
16,7,4
16,7,4
16,8,3
16,8,5
16,8,5
16,8,4
16,8,4
16,8,5
16,8,4
16,8,5
16,8,4
16,8,5
16,9,4
16,9,4
16,9,4
16,9,4
16,9,4
16,9,3
16,9,4
16,10,4
16,10,5
16,10,4
16,10,5
16,10,5
16,10,5
16,10,5
16,10,5
16,11,3
16,11,3
16,11,4
16,11,4
16,11,3
16,11,4
16,11,5
16,12,2
16,12,2
16,12,2
16,12,2
16,12,2
16,12,1
16,12,2
16,13,5
16,13,5
16,13,5
16,13,5
16,13,5
16,14,2
16,14,2
16,14,3
16,14,3
16,14,2
16,14,2
16,15,5
16,15,2
16,15,2
16,15,5
16,15,5
16,15,5
16,15,5
16,15,4
16,15,3
16,15,2
16,15,3
16,16,3
16,16,3
16,16,3
16,16,4
16,16,3
16,16,4
16,16,3
16,17,4
16,17,4
16,17,4
16,17,5
16,17,5
16,17,5
16,17,4
16,17,5
16,17,4
16,18,2
16,18,3
16,18,3
16,18,3
16,18,4
16,18,3
16,19,4
16,19,5
16,19,5
16,19,5
16,19,4
16,19,3
16,19,5
16,19,5
16,20,3
16,20,3
16,20,2
16,20,3
16,20,2
16,20,2
16,20,2
16,20,3
16,20,2
16,20,1
16,21,2
16,21,3
16,21,3
16,21,3
16,21,3
16,21,2
16,21,3
16,21,2
16,22,3
16,22,2
16,22,3
16,22,3
16,22,3
16,23,3
16,23,3
16,23,5
16,23,1
16,23,3
16,24,1
16,24,1
16,24,2
16,24,3
16,24,2
16,24,1
16,24,1
16,24,2
16,24,2
16,25,4
16,25,4
16,25,5
16,25,3
16,25,4
16,25,5
16,25,5
16,26,2
16,26,2
16,26,2
16,26,2
16,26,2
16,26,2
16,26,1
16,26,2
16,27,4
16,27,3
16,27,4
16,27,3
16,27,3
16,27,3
16,28,3
16,28,3
16,28,3
16,28,3
16,28,3
16,28,3
16,28,3
16,28,3
16,29,3
16,29,2
16,29,1
16,29,3
16,29,2
16,29,1
16,29,3
16,29,3
16,29,3
16,30,2
16,30,3
16,30,2
16,30,3
16,30,2
16,31,3
16,31,3
16,31,3
16,31,4
16,31,3
16,32,3
16,32,3
16,32,3
16,32,3
16,32,3
16,32,3
16,32,4
16,32,4
16,33,3
16,33,4
16,33,3
16,33,4
16,33,5
16,33,4
16,33,4
16,34,4
16,34,3
16,34,4
16,34,3
16,34,5
16,34,5
16,34,4
16,34,4
16,34,1
16,35,4
16,35,1
16,35,4
16,35,4
16,35,3
16,35,3
16,36,1
16,36,3
16,36,1
16,36,3
16,36,3
16,36,2
16,36,2
16,37,4
16,37,5
16,37,4
16,37,4
16,37,3
16,37,3
16,38,1
16,38,1
16,38,3
16,38,3
16,38,2
16,38,3
16,39,3
16,39,3
16,39,4
16,39,3
16,39,3
16,39,3
16,39,3
16,40,4
16,40,5
16,40,2
16,40,4
16,40,4
16,40,4
16,40,3
16,40,3
16,41,3
16,41,3
16,41,3
16,41,3
16,41,1
16,41,2
16,41,3
16,41,4
16,41,1
16,42,2
16,42,3
16,42,2
16,42,3
16,42,2
16,42,3
16,42,3
16,42,2
16,42,3
16,43,5
16,43,4
16,43,5
16,43,5
16,43,5
16,43,5
16,43,5
16,43,5
16,43,5
16,43,5
16,44,4
16,44,4
16,44,5
16,44,4
16,44,4
16,45,2
16,45,3
16,45,5
16,45,3
16,45,3
16,45,5
16,45,5
16,45,4
16,45,3
16,45,4
16,46,3
16,46,3
16,46,4
16,46,2
16,47,4
16,47,5
16,47,5
16,47,5
16,47,5
16,47,5
16,47,4
16,48,4
16,48,5
16,48,4
16,48,5
16,48,4
16,48,5
16,48,5
16,48,5
16,48,4
16,48,4
16,48,4
16,48,4
17,1,5
17,1,5
17,1,5
17,1,5
17,1,5
17,1,3
17,2,2
17,2,2
17,2,1
17,2,2
17,2,2
17,2,1
17,2,2
17,3,5
17,3,5
17,3,3
17,3,4
17,3,3
17,4,2
17,4,2
17,4,3
17,4,3
17,5,3
17,5,3
17,5,3
17,5,3
17,5,3
17,5,3
17,5,3
17,5,3
17,5,3
17,5,3
17,5,3
17,6,3
17,6,5
17,6,5
17,6,4
17,6,4
17,6,3
17,7,3
17,7,3
17,7,3
17,7,3
17,7,3
17,7,4
17,7,4
17,7,3
17,7,3
17,8,3
17,8,3
17,8,3
17,8,4
17,8,4
17,8,3
17,9,3
17,9,3
17,9,3
17,9,3
17,9,3
17,9,3
17,10,4
17,10,4
17,10,5
17,10,5
17,10,5
17,11,3
17,11,4
17,11,4
17,11,5
17,11,3
17,11,4
17,11,4
17,12,1
17,12,1
17,13,4
17,13,4
17,13,3
17,13,4
17,13,5
17,13,4
17,13,4
17,13,4
17,14,1
17,14,2
17,14,2
17,14,2
17,14,2
17,14,2
17,15,3
17,15,3
17,15,3
17,15,2
17,15,4
17,15,2
17,15,4
17,15,3
17,15,2
17,15,3
17,16,3
17,16,2
17,17,4
17,17,1
17,17,5
17,17,4
17,17,5
17,17,5
17,18,1
17,18,2
17,18,3
17,18,3
17,18,3
17,19,4
17,19,3
17,19,5
17,19,4
17,19,4
17,20,2
17,20,2
17,20,3
17,21,3
17,21,2
17,21,2
17,22,3
17,22,2
17,22,2
17,22,3
17,23,2
17,23,3
17,23,2
17,23,3
17,23,4
17,23,4
17,23,3
17,24,1
17,24,1
17,24,1
17,24,1
17,24,1
17,24,1
17,25,4
17,25,5
17,25,3
17,25,5
17,25,1
17,25,5
17,25,5
17,25,5
17,25,4
17,26,2
17,26,1
17,26,1
17,27,2
17,27,2
17,27,1
17,27,2
17,28,2
17,28,2
17,28,2
17,28,2
17,29,3
17,29,1
17,29,2
17,29,3
17,29,2
17,30,2
17,30,2
17,30,2
17,30,1
17,30,2
17,30,2
17,30,2
17,30,2
17,30,1
17,31,3
17,31,3
17,31,3
17,31,3
17,31,3
17,31,3
17,32,2
17,32,3
17,32,3
17,32,3
17,32,3
17,32,2
17,32,2
17,32,1
17,33,4
17,33,4
17,33,3
17,33,1
17,33,3
17,33,2
17,33,3
17,34,3
17,34,3
17,34,3
17,34,3
17,34,4
17,34,3
17,35,2
17,35,3
17,35,3
17,35,1
17,35,3
17,35,3
17,36,1
17,36,1
17,36,3
17,36,1
17,36,1
17,36,2
17,37,3
17,37,3
17,37,3
17,37,3
17,37,2
17,37,3
17,37,3
17,38,3
17,39,2
17,39,2
17,39,3
17,39,3
17,39,3
17,39,3
17,39,3
17,40,3
17,40,3
17,40,3
17,40,3
17,40,3
17,41,3
17,41,2
17,41,2
17,41,2
17,42,2
17,42,2
17,42,2
17,42,2
17,42,2
17,42,2
17,43,4
17,43,5
17,43,5
17,43,5
17,43,5
17,43,5
17,43,4
17,43,5
17,44,4
17,44,5
17,45,4
17,45,3
17,45,4
17,45,3
17,46,3
17,46,3
17,46,4
17,46,4
17,46,3
17,47,5
17,47,4
17,47,5
17,47,5
17,47,5
17,48,3
17,48,4
17,48,3
17,48,3
18,2,1
18,6,4
18,7,3
18,10,4
18,13,5
18,14,3
18,18,5
18,23,3
18,31,2
18,35,3
19,1,5
19,1,5
19,1,5
19,1,5
19,1,5
19,1,5
19,1,5
19,2,1
19,2,2
19,2,2
19,2,3
19,2,2
19,2,2
19,3,5
19,3,5
19,3,5
19,3,5
19,3,5
19,3,4
19,3,5
19,3,4
19,4,4
19,4,4
19,4,4
19,4,4
19,5,4
19,5,4
19,5,4
19,5,4
19,6,5
19,6,5
19,7,5
19,7,5
19,7,4
19,7,5
19,7,5
19,7,5
19,7,5
19,8,4
19,8,4
19,8,4
19,9,3
19,9,4
19,9,4
19,9,3
19,9,4
19,9,3
19,10,4
19,10,4
19,10,5
19,10,5
19,11,5
19,11,4
19,11,5
19,11,5
19,11,3
19,11,4
19,11,4
19,11,4
19,12,1
19,12,1
19,12,1
19,12,1
19,12,1
19,12,1
19,12,1
19,12,1
19,12,1
19,12,1
19,13,4
19,13,4
19,13,4
19,13,4
19,13,4
19,13,4
19,13,4
19,14,4
19,14,4
19,14,4
19,15,3
19,15,5
19,15,4
19,15,5
19,15,4
19,15,4
19,16,2
19,16,4
19,16,4
19,16,4
19,16,5
19,17,5
19,17,5
19,18,2
19,18,4
19,19,4
19,20,3
19,20,3
19,20,3
19,21,3
19,21,3
19,21,3
19,21,3
19,21,3
19,22,2
19,22,2
19,22,3
19,22,4
19,22,3
19,23,3
19,23,4
19,23,5
19,23,3
19,23,4
19,23,4
19,23,2
19,23,1
19,24,1
19,24,2
19,24,1
19,24,1
19,25,5
19,25,4
19,25,4
19,25,5
19,26,2
19,26,2
19,26,2
19,26,2
19,27,3
19,27,1
19,27,2
19,27,3
19,27,4
19,27,1
19,27,4
19,28,2
19,28,2
19,28,3
19,28,2
19,29,4
19,29,3
19,29,2
19,29,3
19,29,4
19,30,2
19,30,2
19,30,2
19,30,3
19,30,2
19,30,2
19,30,2
19,31,3
19,31,4
19,32,3
19,32,3
19,32,2
19,32,3
19,32,2
19,33,3
19,33,2
19,33,3
19,33,3
19,33,1
19,33,4
19,33,4
19,33,3
19,34,3
19,34,3
19,34,4
19,34,4
19,35,3
19,35,3
19,35,3
19,35,3
19,35,1
19,35,2
19,35,3
19,35,2
19,36,2
19,36,3
19,36,1
19,36,3
19,37,4
19,37,3
19,37,3
19,38,1
19,38,2
19,38,2
19,38,1
19,38,3
19,38,2
19,38,2
19,39,4
19,39,3
19,39,4
19,39,3
19,40,2
19,40,4
19,40,3
19,40,4
19,40,4
19,40,3
19,41,3
19,41,3
19,41,3
19,41,1
19,42,1
19,42,3
19,42,4
19,42,3
19,42,3
19,42,4
19,42,3
19,42,2
19,43,5
19,43,4
19,43,4
19,43,4
19,44,5
19,44,5
19,44,5
19,44,5
19,44,5
19,44,5
19,44,5
19,44,5
19,44,5
19,45,4
19,45,4
19,45,4
19,45,5
19,45,5
19,45,5
19,45,5
19,46,4
19,46,3
19,46,5
19,46,3
19,46,5
19,46,3
19,46,4
19,47,4
19,47,5
19,47,5
19,48,4
19,48,3
19,48,4
19,48,4
19,48,3
19,48,4
20,1,5
20,1,5
20,2,1
20,2,1
20,4,4
20,5,5
20,5,5
20,7,2
20,7,1
20,7,1
20,10,4
20,10,3
20,11,4
20,12,1
20,12,1
20,13,3
20,15,2
20,16,3
20,17,3
20,18,2
20,21,3
20,22,2
20,22,3
20,24,1
20,29,2
20,31,3
20,33,2
20,35,3
20,37,3
20,39,3
20,39,3
20,41,2
20,41,2
20,41,1
20,43,3
20,45,2
20,46,3
20,46,3
20,47,4
20,48,2
21,5,4
21,6,4
21,8,4
21,9,4
21,9,4
21,10,4
21,11,5
21,11,4
21,12,2
21,14,4
21,16,3
21,17,2
21,21,3
21,24,3
21,25,4
21,29,5
21,31,4
21,32,3
21,32,4
21,33,5
21,34,3
21,34,2
21,36,3
21,40,4
21,40,4
21,40,3
21,42,4
21,43,5
21,43,5
21,44,5
22,1,5
22,1,5
22,1,5
22,1,5
22,1,5
22,1,5
22,1,2
22,1,5
22,1,5
22,1,5
22,1,5
22,1,5
22,1,5
22,1,5
22,1,5
22,2,2
22,2,1
22,2,1
22,2,1
22,2,2
22,2,2
22,2,2
22,2,2
22,2,2
22,2,1
22,2,2
22,3,5
22,3,4
22,3,5
22,3,5
